V_A,V_B,T_B
0.7177145666310993,2.3346508579677137,43.86301673719245
0.7139313903040857,2.3331569300492565,43.835638905904354
0.7101582111750789,2.3316579034905835,43.808207525111044
0.706395029244079,2.330153796531409,43.780722547295774
0.7026418445110861,2.328644627369391,43.75318392430661
0.6988986569761001,2.327130414160278,43.72559160735831
0.6951654666391209,2.3256111750180586,43.69794554703408
0.6914422735001488,2.3240869280151064,43.67024569328738
0.6877290775591834,2.3225576911823276,43.64249199544364
0.684025878816225,2.3210234825093057,43.61468440220199
0.6803326772712736,2.3194843199444466,43.586822861636904
0.676649472924329,2.317940221395122,43.55890732119989
0.6729762657753913,2.3163912047278132,43.530937727721074
0.6693130558244604,2.314837287768254,43.50291402741081
0.6656598430715366,2.313278488301571,43.47483616586122
0.6620166275166196,2.3117148240724275,43.44670408804773
0.6583834091597095,2.3101463127851605,43.418517738330586
0.6547601880008064,2.3085729721039234,43.3902770604563
0.6511469640399101,2.306994819652824,43.361981997559106
0.6475437372770207,2.3054118730160615,43.33363249216239
0.6439505077121384,2.303824149738067,43.30522848618003
0.6403672753452628,2.3022316673236376,43.27676992091781
0.6367940401763942,2.300634443238075,43.24825673707472
0.6332308022055325,2.2990324949073204,43.219688874744264
0.6296775614326777,2.297425839718089,43.19106627341574
0.6261343178578298,2.2958144950180044,43.16238887197549
0.6226010714809888,2.294198478115734,43.1336566087081
0.6190778223021547,2.2925778062811193,43.10486942129764
0.6155645703213275,2.290952496745311,43.07602724682881
0.6120613155385072,2.2893225667008985,43.04713002178806
0.6085680579536938,2.287688033302042,43.018177682064746
0.6050847975668874,2.2860489136646045,42.989170162952206
0.6016115343780878,2.284405224866278,42.96010739914882
0.5981482683872952,2.282756983946716,42.930989324759054
0.5946949995945094,2.2811042079076613,42.90181587329448
0.5912517279997306,2.279446913713073,42.87258697767476
0.5878184536029587,2.277785118289254,42.84330257022861
0.5843951764041937,2.2761188385249795,42.81396258269475
0.5809818964034356,2.2744480912716214,42.78456694622281
0.5775786136006843,2.272772893343274,42.755115591374214
0.57418532799594,2.2710932615168793,42.72560844812307
0.5708020395892026,2.2694092125323517,42.69604544585699
0.5674287483804721,2.2677207630927008,42.66642651337793
0.5640654543697485,2.2660279298641552,42.63675157890295
0.5607121575570319,2.2643307294762853,42.60702057006504
0.557368857942322,2.2626291785221246,42.57723341391381
0.5540355555256192,2.2609232935582915,42.547390036916255
0.5507122503069233,2.25921309110511,42.51749036495744
0.5473989422862342,2.25749858764673,42.48753432334118
0.5440956314635521,2.255779799631247,42.457521836790704
0.5408023178388769,2.254056743470821,42.42745282944927
0.5375190014122085,2.2523294355417955,42.397327224880804
0.5342456821835471,2.2505978921848153,42.367144946070454
0.5309823601528926,2.248862129704943,42.33690591542518
0.527729035320245,2.2471221643717785,42.30661005477429
0.5244857076856042,2.2453780124195717,42.276257285369965
0.5212523772489704,2.2436296900473414,42.245847527887754
0.5180290440103436,2.241877213418989,42.215380702427055
0.5148157079697235,2.240120598663413,42.18485672851157
0.5116123691271105,2.238359861874625,42.15427552508973
0.5084190274825043,2.2365950191118604,42.123637010535134
0.505235683035905,2.2348260863996945,42.092941102646925
0.5020623357873127,2.2330530797281534,42.062187718650144
0.4988989857367273,2.231276015052826,42.031376775196115
0.49574563288414875,2.229494908294976,42.00050818836275
0.4926022772295771,2.2277097753416535,41.969581873654874
0.4894689187730124,2.225920632045804,41.93859774600449
0.4863455575144546,2.2241274942263805,41.90755571977106
0.48323219345390367,2.22233037766845,41.87645570874176
0.4801288265913597,2.220529298123306,41.84529762613168
0.4770354569268226,2.218724271308574,41.81408138458407
0.4739520844602924,2.2169153129083212,41.78280689617049
0.4708787091917691,2.2151024385731635,41.75147407239099
0.46781533112125273,2.2132856639203724,41.720082824174256
0.4647619502487433,2.2114650045339816,41.68863306187773
0.4617185665742407,2.209640475964893,41.657124695287735
0.45868518009774506,2.207812093730982,41.62555763361953
0.4556617908192563,2.2059798733172036,41.593931785517405
0.45264839873877444,2.204143830175695,41.56224705905472
0.4496450038562995,2.2023039797258814,41.53050336173393
0.4466516061718315,2.200460337354579,41.49870060048659
0.44366820568537035,2.1986129184160985,41.466838681673366
0.44069480239691616,2.1967617382323468,41.434917511083974
0.43773139630646885,2.1949068120929303,41.40293699393716
0.43477798741402846,2.1930481552552563,41.37089703488061
0.43183457571959494,2.191185782944634,41.33879753799089
0.42890116122316835,2.1893197103543756,41.30663840677332
0.4259777439247487,2.187449952645897,41.27441954416184
0.4230643238243359,2.1855765249488166,41.2421408525189
0.42016090092193004,2.1836994423610565,41.209802233635294
0.41726747521753105,2.18181871994894,41.17740358872995
0.414384046711139,2.17993437274729,41.144944818449765
0.41151061540275385,2.1780464157595296,41.11242582286937
0.4086471812923756,2.1761548639577764,41.0798465014909
0.40579374438000426,2.1742597322829424,41.04720675324374
0.40295030466563986,2.1723610356448297,41.01450647648428
0.4001168621492823,2.170458788922227,40.98174556899557
0.3972934168309317,2.168553006963006,40.94892392798708
0.394479968710588,2.1666437045842155,40.916041450094326
0.3916765177882512,2.1647308965721788,40.883098031378545
0.3888830640639213,2.1628145976825865,40.85009356732633
0.3860996075375983,2.160894822640592,40.81702795284927
0.38332614820928224,2.1589715861409045,40.78390108228353
0.3805626860789731,2.1570449028478826,40.75071284938944
0.3778092211466708,2.1551147873956276,40.717463147351076
0.37506575341237547,2.1531812543880764,40.68415186877582
0.372332282876087,2.1512443183990926,40.65077890569386
0.36960880953780545,2.1493039939725596,40.61734414955774
0.36689533339753083,2.1473602956224713,40.58384749124183
0.3641918544552631,2.145413237833023,40.55028882104185
0.36149837271100227,2.1434628350587026,40.51666802867428
0.3588148881647483,2.14150910172438,40.48298500327585
0.3561414008165013,2.139552052225398,40.44923963340295
0.3534779106662612,2.1375917009276595,40.415431807031034
0.350824417714028,2.13562806216772,40.38156141155405
0.3481809219598017,2.133661150252873,40.347628333783796
0.34554742340358235,2.13169097946124,40.31363245994926
0.34292392204536987,2.129717564041858,40.279573675696014
0.3403104178851643,2.127740918214766,40.245451866085496
0.3377069109229656,2.125761056171095,40.211266915594344
0.33511340115877386,2.1237779920731508,40.177018708113685
0.33252988859258903,2.1217917400545026,40.142707126948416
0.32995637322441107,2.119802314220069,40.10833205481645
0.32739285505424004,2.1178097286462036,40.07389337384798
0.32483933408207594,2.1158139973807795,40.03939096558469
0.3222958103079187,2.1138151344432745,40.00482471097895
0.3197622837317684,2.1118131538248557,39.97019449039306
0.317238754353625,2.1098080694884636,39.93550018359838
0.3147252221734885,2.1077998953688954,39.90074166977448
0.3122216871913589,2.1057886453728902,39.865918827508345
0.3097281494072362,2.1037743333792096,39.83103153479343
0.3072446088211204,2.1017569732387216,39.79607966902883
0.3047710654330115,2.0997365787744835,39.761063107018316
0.30230751924290955,2.097713163781823,39.72598172496947
0.2998539702508145,2.0956867420284198,39.6908353984927
0.29741041845672633,2.093657327254388,39.6556240026003
0.2949768638606451,2.0916249331723558,39.620347411705474
0.2925533064625708,2.089589573467547,39.58500549962136
0.29013974626250333,2.08755126179786,39.54959813956001
0.2877361832604428,2.0855100117939505,39.514125204131375
0.28534261745638917,2.083465837059307,39.478586565342255
